,barrio_original,barrio_sin_est,nom_match,lat,lon
4831,URB. MADELENA I Y II SECTOR E-6,URB. MADELENA I Y II SECTOR,MADELENA,,
4832,URB. MADELENA III Y IV SECTOR E-19,URB. MADELENA III Y IV SECTOR ,MADELENA,,
4833,URB. MADRID E-18,URB. MADRID ,,,
4834,URB. MALIBU E-11,URB. MALIBU ,,,
4835,URB. MANDALAY ETAPA C ZONA 73 E-8,URB. MANDALAY ETAPA C ZONA 73,MANDALAY,,
4836,URB. MANUELA BELTRÁN E-19,URB. MANUELA BELTRÁN ,EL DANUBIO AZUL,,
4837,URB. MARANTA I - II - III SECTOR E-1,URB. MARANTA I - II - III SECTOR,,,
4838,URB. MARICHUELA I ETAPA E-5,URB. MARICHUELA I ETAPA,CIUDAD BACHUE I ETAPA,,
4839,URB. MARRUECOS E-18,URB. MARRUECOS ,MARRUECOS,,
4840,URB. MARRUECOS II SECTOR E-18,URB. MARRUECOS II SECTOR ,VEREDA SUBA CERROS II,,
4841,URB. MARSELLA E-8,URB. MARSELLA,MARSELLA,,
4842,URB. MARSELLA SECTOR NORTE I ETAPA E-8,URB. MARSELLA SECTOR NORTE I ETAPA,EL BOSQUE SUR ORIENTAL RURAL I,,
4843,URB. MAZUREN I SECTOR E-11,URB. MAZUREN I SECTOR ,,,
4844,URB. MILENTA II SECTOR E-8,URB. MILENTA II SECTOR,CHICO NORTE II SECTOR,,
4845,URB. MIRAFLORES E-2,URB. MIRAFLORES,SUBA CERROS,,
4846,URB. MIRAFLORES E-8,URB. MIRAFLORES,SUBA CERROS,,
4847,URB. MIRANDELA E-11,URB. MIRANDELA ,MIRANDELA,,
4848,URB. MIRAVALLE E-5,URB. MIRAVALLE,QUIBA RURAL,,
4849,URB. MODELIA E-9,URB. MODELIA,MODELIA,,
4850,URB. MODELIA SECTOR A E-9,URB. MODELIA SECTOR A,MODELIA,,
4851,URB. MODELIA SECTOR C E-9,URB. MODELIA SECTOR C,MODELIA,,
4852,URB. MODELIA SECTOR D E-9,URB. MODELIA SECTOR D,MODELIA,,
4853,URB. MODELO DEL NORTE - ETAPA FINAL E-12,URB. MODELO DEL NORTE - ETAPA FINAL ,BELEN,,
4854,URB. MONTE RUBIO E-5,URB. MONTE RUBIO,CENTRO USME URBANO,,
4855,URB. MONTEARROYO E-1,URB. MONTEARROYO,MONTES,,
4856,URB. MONTERREY E-8,URB. MONTERREY,MONTES,,
4857,URB. MONTES I SECTOR E-16,URB. MONTES I SECTOR ,MONTES,,
4858,URB. MONTES II SECTOR E-16,URB. MONTES II SECTOR ,CHICO NORTE II SECTOR,,
4859,URB. MONTES III SECTOR E-16,URB. MONTES III SECTOR ,CHICO NORTE II SECTOR,,
4860,URB. MONTEVIDEO E-9,URB. MONTEVIDEO,MONTEVIDEO,,
4861,URB. MONTICELLO E-11,URB. MONTICELLO ,MONTEBELLO,,
4862,URB. MORATO NO. 2 E-11,URB. MORATO NO. 2 ,PARDO RUBIO  I,,
4863,URB. MORAVIA II E-8,URB. MORAVIA II,MORAVIA,,
4864,URB. MOSERRATE E-16,URB. MOSERRATE ,,,
4865,URB. MULTIFAMILIAR ESCOCIA E-12,URB. MULTIFAMILIAR ESCOCIA ,,,
4866,URB. MULTIFAMILIAR LAS BRISAS E-4,URB. MULTIFAMILIAR LAS BRISAS,LA REQUILINA RURAL II,,
4867,URB. MULTIFAMILIARES CARIMAGUA E-8,URB. MULTIFAMILIARES CARIMAGUA,ALQUERIA LA FRAGUA,,
4868,URB. NARIÑO E-13,URB. NARIÑO ,,,
4869,URB. NICOLÁS DE FEDERMAN I SECTOR E-13,URB. NICOLÁS DE FEDERMAN I SECTOR ,LAS DELICIAS DEL CARMEN II SECTOR,,
4870,URB. NIZA NORTE I SECTOR E-11,URB. NIZA NORTE I SECTOR ,BRAZUELOS OCCIDENTAL RURAL,,
4871,URB. NUEVA AUTOPISTA E-1,URB. NUEVA AUTOPISTA,,,
4872,URB. NUEVA MARSELLA I SECTOR E-8,URB. NUEVA MARSELLA I SECTOR,LOS LAURELES SUR ORIENTAL I,,
4873,URB. NUEVA MARSELLA II SECTOR E-8,URB. NUEVA MARSELLA II SECTOR,EL BOSQUE SUR ORIENTAL RURAL I,,
4874,URB. NUEVA MARSELLA III SECTOR E-8,URB. NUEVA MARSELLA III SECTOR,EL BOSQUE SUR ORIENTAL RURAL II,,
4875,URB. NUEVA ROMA ULTIMA ETAPA E-8,URB. NUEVA ROMA ULTIMA ETAPA,,,
4876,URB. NUEVA SANTA BARBARA CENTRAL E-1,URB. NUEVA SANTA BARBARA CENTRAL,SANTA BARBARA CENTRAL,,
4877,URB. NUEVA SANTA BARBARA I SECTOR E-1,URB. NUEVA SANTA BARBARA I SECTOR,SABANA DE TIBABUYES NORTE,,
4878,URB. NUEVA TIBABUYES E-11,URB. NUEVA TIBABUYES ,NUEVA TIBABUYES,,
4879,URB. NUEVA TIBABUYES I Y II SECTOR E-11,URB. NUEVA TIBABUYES I Y II SECTOR ,SABANA DE TIBABUYES NORTE,,
4880,URB. NUEVA ZELANDIA E-11,URB. NUEVA ZELANDIA ,NUEVA ZELANDIA,,
4881,URB. NUEVO CAMPIN E-13,URB. NUEVO CAMPIN ,,,
4882,URB. NUEVO COUNTRY I SECTOR E-1,URB. NUEVO COUNTRY I SECTOR,,,
4883,URB. NUEVO COUNTRY II SECTOR E-1,URB. NUEVO COUNTRY II SECTOR,,,
4884,URB. NUEVO MONTERREY E-11,URB. NUEVO MONTERREY ,,,
4885,URB. OASIS DE SAN JORGE E-11,URB. OASIS DE SAN JORGE ,BOSQUES DE SAN JORGE,,
4886,URB. OLARTE E-7,URB. OLARTE,ARBOLEDA SUR,,
4887,URB. OLIVARES E-5,URB. OLIVARES,LOS OLIVARES,,
4888,URB. ORTEZAL E-16,URB. ORTEZAL ,ORTEZAL,,
4889,URB. PADUA E-4,URB. PADUA,,,
4890,URB. PALENQUE E-8,URB. PALENQUE,RAFAEL NUNEZ,,
4891,URB. PARQUE CENTRAL E-1,URB. PARQUE CENTRAL,PARQUE EL TUNAL,,
4892,URB. PARQUE COMERCIAL BIMA E-11,URB. PARQUE COMERCIAL BIMA ,,,
4893,URB. PARQUE EMPRESARIAL SANTA HELENA E-9,URB. PARQUE EMPRESARIAL SANTA HELENA,,,
4894,URB. PARQUE PIJAO E-11,URB. PARQUE PIJAO ,,,
4895,URB. PARQUES DE PRIMAVERA E-16,URB. PARQUES DE PRIMAVERA ,LA ORQUIDEA DE USME,,
4896,URB. PASADENA E-11,URB. PASADENA ,PASADENA,,
4897,URB. PASTRANA E-8,URB. PASTRANA,PASTRANA,,
4898,URB. PATIO BONITO II SECTOR E-8,URB. PATIO BONITO II SECTOR,PATIO BONITO,,
4899,URB. PAULO VI. I Y II ETAPA E-13,URB. PAULO VI. I Y II ETAPA ,BOLIVIA,,
4900,URB. PEPE VALL SERRA E-11,URB. PEPE VALL SERRA ,EL NUEVO PORTAL II RURAL,,
4901,URB. PEÑAS BLANCAS E-2,URB. PEÑAS BLANCAS,CASABLANCA,,
4902,URB. PIAMONTE I SECTOR E-7,URB. PIAMONTE I SECTOR,CHICO NORTE II SECTOR,,
4903,URB. PICADILLY E-11,URB. PICADILLY ,,,
4904,URB. PIEDEMONTE E-11,URB. PIEDEMONTE ,,,
4905,URB. PIEDRA VERDE I SECTOR E-11,URB. PIEDRA VERDE I SECTOR ,VEREDA SUBA CERROS II,,
4906,URB. PIJAO DE ORO E-11,URB. PIJAO DE ORO ,,,
4907,URB. PINAR DEL COUNTRY E-1,URB. PINAR DEL COUNTRY,,,
4908,URB. PINAR DEL RÍO E-8,URB. PINAR DEL RÍO,PARDO RUBIO  I,,
4909,URB. PINOS DE BRITALIA E-11,URB. PINOS DE BRITALIA ,ARBORIZADORA ALTA  II,,
4910,URB. PINOS DE LOMBARDIA E-11,URB. PINOS DE LOMBARDIA ,PINOS DE LOMBARDIA,,
4911,URB. POLO CLUB E-12,URB. POLO CLUB ,POLO CLUB,,
4912,URB. PONTEVEDRA I SECTOR E-11,URB. PONTEVEDRA I SECTOR ,RONDA,,
4913,URB. PONTEVEDRA II SECTOR E-11,URB. PONTEVEDRA II SECTOR ,RONDA,,
4914,URB. PORTAL DE LA FONTANA E-11,URB. PORTAL DE LA FONTANA ,EL PORTAL DEL BRASIL,,
4915,URB. PORTAL DEL MOCHUELO E-11,URB. PORTAL DEL MOCHUELO ,EL PORTAL DEL BRASIL,,
4916,URB. PORTAL DEL RESTREPO E-15,URB. PORTAL DEL RESTREPO ,PORTALES DEL NORTE,,
4917,URB. PORTALES DE LA URIBE E-1,URB. PORTALES DE LA URIBE,PUERTA DEL SOL,,
4918,URB. PORTALES DE SAN JOSÉ E-7,URB. PORTALES DE SAN JOSÉ,NUESTRA SENORA DEL ROSARIO,,
4919,URB. PORTILLOS DEL CEDRO E-1,URB. PORTILLOS DEL CEDRO,ALTOS DEL POBLADO,,
4920,URB. PORTÓN REAL E-4,URB. PORTÓN REAL,CENTRO USME RURAL I,,
4921,URB. POTOSÍ I SECTOR E-11,URB. POTOSÍ I SECTOR ,POTOSI,,
4922,URB. PRADO SUR E-11,URB. PRADO SUR ,LUCERO DEL SUR,,
4923,URB. PRADOS DEL SALITRE II E-13,URB. PRADOS DEL SALITRE II ,PARQUE DISTRITAL SALITRE,,
4924,URB. PRIMAVERA NORTE II SECTOR E-16,URB. PRIMAVERA NORTE II SECTOR ,LA PRIMAVERA I,,
4925,URB. PRIMERO DE MAYO E-4,URB. PRIMERO DE MAYO,PRIMERO DE MAYO,,
4926,URB. PROVENZA E-11,URB. PROVENZA ,BRAVO PAEZ,,
4927,URB. PROVENZA SAN CARLOS E-11,URB. PROVENZA SAN CARLOS ,REMANSO URBANO,,
4928,URB. PUENTE ARANDA E-16,URB. PUENTE ARANDA ,PUENTE ARANDA,,
4929,URB. PUNTO 170 E-11,URB. PUNTO 170 ,,,
4930,URB. QUINTAS DE LA SABANA E-1,URB. QUINTAS DE LA SABANA,SANTA RITA DE SUBA,,
4931,"URB. QUIROGA I, II Y III ETAPA E-18","URB. QUIROGA I, II Y III ETAPA ",,,
4932,URB. QUIROGA IHS ETAPA E-18,URB. QUIROGA IHS ETAPA ,QUIRIGUA ORIENTAL,,
4933,"URB. QUIROGA IV, V Y VI ETAPA E-18","URB. QUIROGA IV, V Y VI ETAPA ",,,
4934,URB. QUIROGA VIII ETAPA E-18,URB. QUIROGA VIII ETAPA ,QUIRIGUA ORIENTAL,,
4935,URB. QUMRAN CONDOMINIO E-11,URB. QUMRAN CONDOMINIO ,,,
4936,URB. REMANSO II SECTOR E-16,URB. REMANSO II SECTOR ,REMANSO,,
4937,URB. RINCON DE CALAMARI E-1,URB. RINCON DE CALAMARI,RINCON DE LA VALVANERA,,
4938,URB. RINCON DEL PUENTE E-1,URB. RINCON DEL PUENTE,,,
4939,URB. RINCONCITO E-11,URB. RINCONCITO ,JARDIN BOTANICO,,
4940,URB. RINCÓN DEL KARMEL E-11,URB. RINCÓN DEL KARMEL ,,,
4941,URB. RINCÓN DEL PUENTE E-1,URB. RINCÓN DEL PUENTE,,,
4942,URB. RIONEGRO E-12,URB. RIONEGRO ,RIONEGRO,,
4943,URB. RIVERAS DE OCCIDENTE E-8,URB. RIVERAS DE OCCIDENTE,CERROS DE ORIENTE,,
4944,URB. RIVIERA REAL E-8,URB. RIVIERA REAL,SIBERIA RURAL,,
4945,URB. RODESIA I ETAPA E-11,URB. RODESIA I ETAPA ,BOSA,,
4946,URB. ROMERO CONTI E-18,URB. ROMERO CONTI ,EL MOCHUELO ORIENTAL,,
4947,URB. ROSALEDA  S.A.P.,URB. ROSALEDA  S.A.P.,BOSA,,
4948,URB. ROSALES E-2,URB. ROSALES,BOSA,,
4949,URB. RÍO BAMBA E-11,URB. RÍO BAMBA ,,,
4950,URB. SALAMANCA E-9,URB. SALAMANCA,CASABLANCA,,
4951,URB. SALAZAR E-1,URB. SALAZAR,CEDRO SALAZAR,,
4952,URB. SALEM E-8,URB. SALEM,LA SALLE,,
4953,URB. SAN ANDRÉS II SECTOR E-8,URB. SAN ANDRÉS II SECTOR,VEREDA SUBA CERROS II,,
4954,URB. SAN ANTONIO E-12,URB. SAN ANTONIO ,SAN ANTONIO,,
4955,URB. SAN ANTONIO E-9,URB. SAN ANTONIO,SAN ANTONIO,,
4956,URB. SAN ANTONIO IDEAL E-3,URB. SAN ANTONIO IDEAL,SAN ANTONIO,,
4957,URB. SAN BERNARDO DEL VIENTO E-4,URB. SAN BERNARDO DEL VIENTO,PRADO VERANIEGO NORTE,,
4958,URB. SAN BERNARDO E-18,URB. SAN BERNARDO ,SAN BERNARDINO,,
4959,URB. SAN CARLOS E-6,URB. SAN CARLOS,SAN CARLOS,,
4960,URB. SAN CARLOS NORTE E-6,URB. SAN CARLOS NORTE,BARRANCAS NORTE,,
4961,URB. SAN CIPRIANO E-11,URB. SAN CIPRIANO ,LA ASUNCION,,
4962,URB. SAN DIEGO E-11,URB. SAN DIEGO ,SAN DIEGO,,
4963,URB. SAN DIEGO E-3,URB. SAN DIEGO,SAN DIEGO,,
4964,URB. SAN DIEGO E-7,URB. SAN DIEGO,SAN DIEGO,,
4965,URB. SAN EUSEBIO E-16,URB. SAN EUSEBIO ,SAN EUSEBIO,,
4966,URB. SAN FAZON II SECTOR E-14,URB. SAN FAZON II SECTOR ,,,
4967,URB. SAN FELIPE E-12,URB. SAN FELIPE ,SAN FELIPE,,
4968,URB. SAN FRANCISCO E-16,URB. SAN FRANCISCO ,SAN FRANCISCO,,
4969,URB. SAN FRANCISCO E-19,URB. SAN FRANCISCO ,SAN FRANCISCO,,
4970,URB. SAN GABRIEL E-11,URB. SAN GABRIEL ,SAN GABRIEL,,
4971,URB. SAN GABRIEL E-16,URB. SAN GABRIEL ,SAN GABRIEL,,
4972,URB. SAN JORGE E-1,URB. SAN JORGE,BARAJAS NORTE,,
4973,URB. SAN JORGE E-11,URB. SAN JORGE ,BARAJAS NORTE,,
4974,URB. SAN JOSÉ E-11,URB. SAN JOSÉ ,LOS NARANJOS,,
4975,URB. SAN JOSÉ E-4,URB. SAN JOSÉ,LOS NARANJOS,,
4976,URB. SAN LUIS E-13,URB. SAN LUIS ,SAN LUIS,,
4977,URB. SAN LUIS E-4,URB. SAN LUIS,SAN LUIS,,
4978,URB. SAN LUIS SECTOR OCCIDENTAL E-13,URB. SAN LUIS SECTOR OCCIDENTAL ,BRAZUELOS OCCIDENTAL,,
4979,URB. SAN MIGUEL E-12,URB. SAN MIGUEL ,SAN MIGUEL,,
4980,URB. SAN MIGUEL E-18,URB. SAN MIGUEL ,SAN MIGUEL,,
4981,URB. SAN PABLO E-1,URB. SAN PABLO,SUBA URBANO,,
4982,URB. SAN PABLO E-7,URB. SAN PABLO,SUBA URBANO,,
4983,URB. SAN PATRICIO E-1,URB. SAN PATRICIO,SAN PATRICIO,,
4984,URB. SAN PEDRO E-11,URB. SAN PEDRO ,SAN PEDRO,,
4985,URB. SAN RAFAEL NORTE 2 E-11,URB. SAN RAFAEL NORTE 2 ,SAN RAFAEL,,
4986,URB. SAN RAFAEL NORTE I E-11,URB. SAN RAFAEL NORTE I ,SAN RAFAEL,,
4987,URB. SAN RAFAEL OBRERO E-16,URB. SAN RAFAEL OBRERO ,SAN RAFAEL,,
4988,URB. SANTA ANA E-4,URB. SANTA ANA,USATAMA,,
4989,URB. SANTA ANA NORTE E-1,URB. SANTA ANA NORTE,SANTA LIBRADA NORTE,,
4990,URB. SANTA ANA OCCIDENTAL E-1,URB. SANTA ANA OCCIDENTAL,SANTA ANA OCCIDENTAL,,
4991,URB. SANTA BARBARA E-1,URB. SANTA BARBARA,SANTA BARBARA,,
4992,URB. SANTA BÁRBARA E-1,URB. SANTA BÁRBARA,SANTA BARBARA,,
4993,URB. SANTA CAROLINA E-11,URB. SANTA CAROLINA ,BARRANCAS ORIENTAL,,
4994,URB. SANTA CATALINA E-8,URB. SANTA CATALINA,SANTA CATALINA,,
4995,URB. SANTA CLARA IV E-1,URB. SANTA CLARA IV,USATAMA,,
4996,URB. SANTA FEREÑA E-3,URB. SANTA FEREÑA,,,
4997,URB. SANTA HELENA COLINAS DE SUBA E-11,URB. SANTA HELENA COLINAS DE SUBA ,LA CAROLINA DE SUBA,,
4998,URB. SANTA HELENA DE BAVIERA IV E-11,URB. SANTA HELENA DE BAVIERA IV ,SANTA HELENA,,
4999,URB. SANTA LUCIA E-18,URB. SANTA LUCIA ,SANTA LUCIA,,
5000,URB. SANTA LUCIA E-6,URB. SANTA LUCIA,SANTA LUCIA,,
5001,URB. SANTA LUISA E-8,URB. SANTA LUISA,SANTA ISABEL SUR,,
5002,URB. SANTA MARGARITA E-11,URB. SANTA MARGARITA ,USATAMA,,
5003,URB. SANTA MATILDE II SECTOR E-16,URB. SANTA MATILDE II SECTOR ,USATAMA,,
5004,URB. SANTA PAULA E-1,URB. SANTA PAULA,USATAMA,,
5005,URB. SANTA RITA I SECTOR E-16,URB. SANTA RITA I SECTOR ,USATAMA,,
5006,URB. SANTA RITA II SECTOR E-16,URB. SANTA RITA II SECTOR ,TIBABITA RURAL I,,
5007,URB. SANTA RITA III SECTOR E-16,URB. SANTA RITA III SECTOR ,TIBABITA RURAL I,,
5008,URB. SANTA ROSA E-6,URB. SANTA ROSA,SANTA ROSA,,
5009,URB. SANTA SOFÍA E-12,URB. SANTA SOFÍA ,SANTA FE BOSA,,
5010,URB. SANTA SOFÍA SUR E-18,URB. SANTA SOFÍA SUR ,USATAMA,,
5011,URB. SANTANDER E-15,URB. SANTANDER ,SANTANDER,,
5012,URB. SANTAROSA E-12,URB. SANTAROSA ,SANTA ROSA,,
5013,URB. SANTIAGO DE CHILE E-12,URB. SANTIAGO DE CHILE ,GRANJAS DE TECHO,,
5014,URB. SANTO DOMINGO E-2,URB. SANTO DOMINGO,SANTO DOMINGO,,
5015,URB. SERRANILLA E-11,URB. SERRANILLA ,ESPARTILLAL,,
5016,URB. SHALOM E-8,URB. SHALOM,,,
5017,URB. SIDEL E-4,URB. SIDEL,BRASIL,,
5018,URB. SIERRAS DEL MORAL E-1,URB. SIERRAS DEL MORAL,BRISAS DEL VOLADOR,,
5019,URB. SINALOA E-8,URB. SINALOA,SUBA URBANO,,
5020,URB. SOCIEGO NORTE E-18,URB. SOCIEGO NORTE ,SOCIEGO,,
5021,URB. SOMONDOCO E-11,URB. SOMONDOCO ,,,
5022,URB. SORRENTO E-16,URB. SORRENTO ,SOTAVENTO,,
5023,URB. SULTANA E-11,URB. SULTANA ,USATAMA,,
5024,URB. SUR DE TEUSAQUILLO E-13,URB. SUR DE TEUSAQUILLO ,EL BOSQUE SUR ORIENTAL RURAL I,,
5025,URB. SURAMERICANA E-4,URB. SURAMERICANA,SURAMERICA,,
5026,URB. TANQUE DE SANTA LUCIA E-18,URB. TANQUE DE SANTA LUCIA ,EL MIRADOR DE LA ESTANCIA,,
5027,URB. TARRAGONA E-9,URB. TARRAGONA,,,
5028,URB. TECHO BAVARIA II SECTOR E-8,URB. TECHO BAVARIA II SECTOR,TECHO,,
5029,URB. TECHO E-8,URB. TECHO,NUEVO TECHO,,
5030,URB. TEHORLU E-11,URB. TEHORLU ,TECHO,,
5031,URB. TEJARES DEL NORTE V E-11,URB. TEJARES DEL NORTE V ,ESTRELLA DEL NORTE,,
5032,URB. TEJARES DEL NORTE VI. E-11,URB. TEJARES DEL NORTE VI. ,ESTRELLA DEL NORTE,,
5033,URB. TEQUENDAMA E-5,URB. TEQUENDAMA,,,
5034,URB. TEUSA E-11,URB. TEUSA ,AURES,,
5035,URB. TEUSAQUILLO DE SUBA E-11,URB. TEUSAQUILLO DE SUBA ,TEUSAQUILLO,,
5036,URB. THALIA E-9,URB. THALIA,BRITALIA,,
5037,URB. TIBABITA 188 E-1,URB. TIBABITA 188,TIBABITA,,
5038,URB. TIBABITA E-1,URB. TIBABITA,TIBABITA,,
5039,URB. TIBANA E-16,URB. TIBANA ,NUEVA TIBABUYES,,
5040,URB. TIERRA LINDA E-11,URB. TIERRA LINDA ,TORCA RURAL II,,
5041,URB. TIMIZA E-8,URB. TIMIZA,,,
5042,URB. TINTALA E-8,URB. TINTALA,TINTALA,,
5043,URB. TOBERIN E-1,URB. TOBERIN,EL TOBERIN,,
5044,URB. TORRELI E-19,URB. TORRELI ,,,
5045,URB. TRES ESQUINAS E-15,URB. TRES ESQUINAS ,LOS TRES REYES,,
5046,URB. TUNAL CENTRAL E-19,URB. TUNAL CENTRAL ,TUNAL ORIENTAL,,
5047,URB. TURINGIA E-11,URB. TURINGIA ,,,
5048,URB. UNIDAS SAMOA E-18,URB. UNIDAS SAMOA ,SUBA URBANO,,
5049,URB. UNIR I E-8,URB. UNIR I,,,
5050,URB. URBANA QUIROGA E-18,URB. URBANA QUIROGA ,SUBA URBANO,,
5051,URB. VALLADOLI E-8,URB. VALLADOLI,VALLADOLID,,
5052,URB. VALLE REFOUS E-11,URB. VALLE REFOUS ,PUERTA DEL SOL,,
5053,URB. VELERO E-11,URB. VELERO ,,,
5054,URB. VERAGUAS E-16,URB. VERAGUAS ,VERAGUAS,,
5055,URB. VERSALLES E-12,URB. VERSALLES ,LOS LAURELES,,
5056,"URB. VERSALLES ETAPAS 1,2,3 Y 4 E-11","URB. VERSALLES ETAPAS 1,2,3 Y 4 ",,,
5057,URB. VILA NOVA E-11,URB. VILA NOVA ,BILBAO,,
5058,URB. VILLA ADRIANA E-8,URB. VILLA ADRIANA,PASQUILLA URBANA,,
5059,URB. VILLA ALSACIA E-8,URB. VILLA ALSACIA,VILLA ALSACIA,,
5060,URB. VILLA ANDREA (JORGE URIBE) E-8,URB. VILLA ANDREA (JORGE URIBE),,,
5061,URB. VILLA CATALINA I SECTOR E-11,URB. VILLA CATALINA I SECTOR ,VILLA AMALIA,,
5062,URB. VILLA CRISTINA ETAPA III E-10,URB. VILLA CRISTINA ETAPA III ,MARIA CRISTINA,,
5063,URB. VILLA DEL PINAR E-9,URB. VILLA DEL PINAR,VILLA DIANA,,
5064,URB. VILLA DEL RÍO E-19,URB. VILLA DEL RÍO ,VILLA DEL RIO,,
5065,URB. VILLA DEL RÍO E-7,URB. VILLA DEL RÍO,VILLA DEL RIO,,
5066,URB. VILLA ELISA E-11,URB. VILLA ELISA ,VILLA ELISA,,
5067,URB. VILLA GALANTE E-8,URB. VILLA GALANTE,LUIS CARLOS GALAN,,
5068,URB. VILLA INÉS E-16,URB. VILLA INÉS ,LAS VILLAS,,
5069,URB. VILLA LILIA Y EL ROSAL E-11,URB. VILLA LILIA Y EL ROSAL ,,,
5070,URB. VILLA MARIANA E-8,URB. VILLA MARIANA,VILLA MARIA,,
5071,URB. VILLA MARÍA I Y II SECTOR E-11,URB. VILLA MARÍA I Y II SECTOR ,,,
5072,URB. VILLA NHORA E-7,URB. VILLA NHORA,MILLAN,,
5073,URB. VILLA OLGA E-11,URB. VILLA OLGA ,BILBAO,,
5074,URB. VILLA SONIA E-16,URB. VILLA SONIA ,VILLA ANITA,,
5075,URB. VILLAS DE ANDALUCIA E-1,URB. VILLAS DE ANDALUCIA,VILLAS DE GRANADA I,,
5076,URB. VILLAS DE ANDALUCÍA E-1,URB. VILLAS DE ANDALUCÍA,VILLAS DE GRANADA,,
5077,URB. VILLAS DEL MEDITERRANEO E-1,URB. VILLAS DEL MEDITERRANEO,EL BOSQUE SUR ORIENTAL RURAL I,,
5078,URB. VILLAS DEL MEDITERRÁNEO E-1,URB. VILLAS DEL MEDITERRÁNEO,CORDILLERA DEL SUR,,
5079,URB. VILLAS DEL PROGRESO E-7,URB. VILLAS DEL PROGRESO,VILLAS DEL PROGRESO,,
5080,URB. VILLEMAR E-9,URB. VILLEMAR,VILLEMAR,,
5081,URB. VIRREY SOLÍS E-12,URB. VIRREY SOLÍS ,,,
5082,URB. VISION DE COLOMBIA E-8,URB. VISION DE COLOMBIA,,,
5083,URB. VISION DE COLOMBIA E-9,URB. VISION DE COLOMBIA,,,
5084,URB. VISION DE ORIENTE E-18,URB. VISION DE ORIENTE ,VISION DE ORIENTE,,
5085,URB. VIVERO MUNICIPAL E-13,URB. VIVERO MUNICIPAL ,,,
5086,URB. VIZCAYA E-12,URB. VIZCAYA ,,,
5087,URB. ZARAZOTA 1 E-18,URB. ZARAZOTA 1 ,,,
5088,URB. ZONA INDUSTRIAL E-16,URB. ZONA INDUSTRIAL ,EL DORADO INDUSTRIAL,,
5089,URBANA QUIROGA E-18,URBANA QUIROGA ,CANADA O GUIRA,,
5090,URBANIZACIONES UJUETA E-18,URBANIZACIONES UJUETA ,,,
5091,URBANÍSTICO ARBOS I Y II E-2,URBANÍSTICO ARBOS I Y II,,,
5092,URBANÍSTICO JOYA CENTRO EDUCATIVO E-19,URBANÍSTICO JOYA CENTRO EDUCATIVO ,ANTONIO JOSE DE SUCRE,,
5093,URBANÍSTICO RESIDENCIAL ALEJANDRA E-8,URBANÍSTICO RESIDENCIAL ALEJANDRA,INDUSTRIAL CENTENARIO,,
5094,URIBE URIBE E-12,URIBE URIBE ,RAFAEL URIBE,,
5095,URIBIA E-11,URIBIA ,IBERIA,,
5096,USAQUEN E-1,USAQUEN,USAQUEN,,
5097,USAQUÉN E-1,USAQUÉN,USAQUEN,,
5098,USATAMA E-14,USATAMA ,USATAMA,,
5099,USMINIA DESARROLLO E-5,USMINIA DESARROLLO,USMINIA,,
5100,VALBANERA E-15,VALBANERA ,BAVARIA,,
5101,VALDIVIA E-10,VALDIVIA ,VILLA DIANA,,
5102,VALENCIA LA CHUCUA E-8,VALENCIA LA CHUCUA,ALCALA,,
5103,VALLADOLI E-8,VALLADOLI,VALLADOLID,,
5104,VALLADOLID      E-8,VALLADOLID     ,VALLADOLID,,
5105,VALLADOLID E-8,VALLADOLID,VALLADOLID,,
5106,VALLE DE CAFAM II SECTOR E-5,VALLE DE CAFAM II SECTOR,EL MIRADOR DE LA ESTANCIA,,
5107,VALLE REFOUS E-11,VALLE REFOUS ,VILLA HERMOSA,,
5108,VALLE VERDE E-9,VALLE VERDE,EL VERGEL,,
5109,VALLES DE CAFAN E-5,VALLES DE CAFAN,VILLAS DE ALCALA,,
5110,VALLES DE IBARRA E-11,VALLES DE IBARRA ,VILLA DIANA,,
5111,VALLES DE IBARRA II E-11,VALLES DE IBARRA II ,VILLA DIANA,,
5112,VALMARIA E-11,VALMARIA ,VILLA MARIA,,
5113,VALPARAISO AVENIDA CENTENARIO E-9,VALPARAISO AVENIDA CENTENARIO,VISION DE ORIENTE,,
5114,VALPARAISO E-4,VALPARAISO,VILLA SAGRARIO,,
5115,VALPARAÍSO AVENIDA CENTENARIO E-9,VALPARAÍSO AVENIDA CENTENARIO,LA VEGA SAN BERNARDINO,,
5116,VALPARAÍSO E-11,VALPARAÍSO ,ALTAMIRA,,
5117,VARGAS VILA E-19,VARGAS VILA ,LA GIRALDA,,
5118,VDA. CUATRO ESQUINAS,VDA. CUATRO ESQUINAS,LA CAROLINA,,
5119,VDA. PAJARITO S.C.,VDA. PAJARITO S.C.,LA PATRIA,,
5120,VDA. PANTANILLO STA. E.,VDA. PANTANILLO STA. E.,LA GAITANA ORIENTAL,,
5121,VDA. SABANA,VDA. SABANA,LA SABANA,,
5122,VDA. SAN VICENTE FERRER LOMA S.C.,VDA. SAN VICENTE FERRER LOMA S.C.,SAN VICENTE FERRER,,
5123,VEGAS DE SANTA ANA E-8,VEGAS DE SANTA ANA,VEREDA SUBA NARANJOS,,
5124,VEGAS DE SANTANA E-7,VEGAS DE SANTANA,VEREDA SUBA NARANJOS,,
5125,VEINTE DE JULIO E-4,VEINTE DE JULIO,VEINTE DE JULIO,,
5126,VELODROMO E-4,VELODROMO,VELODROMO,,
