date,municipality,nighborhood,zone,age,sex,schooling
2019-07-18 06:30:00,BOGOTÁ D.C.,EL REMANSO E-16,URBANA,74.0,MASCULINO,TECNOLOGO
2019-07-18 12:30:00,BOGOTÁ D.C.,CIUDAD KENNEDY CENTRAL E-8,URBANA,59.0,MASCULINO,SECUNDARIA
2019-07-18 20:10:00,BOGOTÁ D.C.,SAN FRANCISCO E-16,URBANA,55.0,MASCULINO,SECUNDARIA
2019-07-18 18:50:00,BOGOTÁ D.C.,MOLINOS DEL SUR E-18,URBANA,40.0,MASCULINO,SECUNDARIA
2019-07-18 03:22:00,TOCANCIPÁ,VER.ÑA ESMERALDA,URBANA,49.0,MASCULINO,PRIMARIA
2019-07-18 01:15:00,VILLAPINZÓN,BONAIRE,URBANA,36.0,MASCULINO,NO REPORTADO
2019-07-19 02:00:00,BOGOTÁ D.C.,SAN CAYETANO E-11,URBANA,52.0,MASCULINO,SECUNDARIA
2019-07-19 03:00:00,BOGOTÁ D.C.,SAN JUAN BAUTISTA E-5,URBANA,20.0,MASCULINO,TECNOLOGO
2019-07-19 15:30:00,BOGOTÁ D.C.,JUAN REY E-4,URBANA,,MASCULINO,
2019-07-19 07:30:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,36.0,MASCULINO,PRIMARIA
2019-07-19 00:15:00,BOGOTÁ D.C.,LOS ALPES E-4,URBANA,30.0,MASCULINO,SECUNDARIA
2019-07-19 08:30:00,NEMOCÓN,VER.CASA BLANCA,RURAL,,MASCULINO,NO REPORTADO
2019-07-20 22:00:00,BOGOTÁ D.C.,EL VERGEL OCCIDENTAL E-8,URBANA,1.0,MASCULINO,SECUNDARIA
2019-07-20 21:00:00,BOGOTÁ D.C.,FONTANAR DEL RIO E-11,URBANA,48.0,MASCULINO,SECUNDARIA
2019-07-20 14:00:00,BOGOTÁ D.C.,CASTILLA E-8,URBANA,37.0,MASCULINO,SUPERIOR
2019-07-20 15:00:00,BOGOTÁ D.C.,PUENTE ARANDA E-16,RURAL,46.0,FEMENINO,SUPERIOR
2019-07-20 08:00:00,BOGOTÁ D.C.,SANTA FE E-14,URBANA,56.0,MASCULINO,PRIMARIA
2019-07-20 19:30:00,BOGOTÁ D.C.,CIUDAD JARDIN SUR E-15,URBANA,23.0,FEMENINO,SUPERIOR
2019-07-20 03:00:00,BOGOTÁ D.C.,EL ROSAL - MIRADOR E-5,URBANA,63.0,MASCULINO,PRIMARIA
2019-07-20 06:30:00,BOGOTÁ D.C.,JARDINES DEL APOGEO E-7,URBANA,53.0,MASCULINO,SECUNDARIA
2019-07-21 17:00:00,BOGOTÁ D.C.,VILLA LUZ E-10,URBANA,30.0,MASCULINO,SECUNDARIA
2019-07-21 13:00:00,BOGOTÁ D.C.,GRAN BRITALIA E-8,URBANA,61.0,MASCULINO,SECUNDARIA
