date,municipality,nighborhood,zone,age,sex,schooling
2019-07-02 15:20:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,3,FEMENINO,
2019-07-02 15:20:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,27,FEMENINO,SECUNDARIA
2019-07-02 17:45:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,25,FEMENINO,SECUNDARIA
2019-07-02 18:02:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,38,FEMENINO,SUPERIOR
2019-07-02 00:20:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,18,MASCULINO,
2019-07-02 06:40:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,18,FEMENINO,
2019-07-02 07:10:00,BOGOTÁ D.C.,TINTAL E-8,URBANA,22,FEMENINO,SECUNDARIA
2019-07-02 10:17:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,36,MASCULINO,SECUNDARIA
2019-07-02 13:05:00,BOGOTÁ D.C.,LA FAVORITA E-14,URBANA,38,FEMENINO,SUPERIOR
2019-07-02 09:32:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,6,FEMENINO,
2019-07-02 09:32:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,8,FEMENINO,
2019-07-02 13:16:00,BOGOTÁ D.C.,ENGATIVA CENTRO E-10,URBANA,29,FEMENINO,SECUNDARIA
2019-07-02 16:48:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,32,FEMENINO,SECUNDARIA
2019-07-02 14:27:00,CHÍA,SANTA LUCIA,URBANA,18,FEMENINO,
2019-07-02 21:36:00,COGUA,VILLA NOHORA,URBANA,20,FEMENINO,
2019-07-02 08:00:00,EL COLEGIO,BELLO HORIZONTE,URBANA,1,FEMENINO,
2019-07-02 10:30:00,FACATATIVÁ,LLANO POPULAR,URBANA,55,FEMENINO,SECUNDARIA
2019-07-02 15:55:00,FACATATIVÁ,NUEVO COPIHUE,URBANA,31,FEMENINO,SECUNDARIA
2019-07-02 10:30:00,FUSAGASUGÁ,TIERRA GRATA,URBANA,27,FEMENINO,SECUNDARIA
2019-07-02 08:00:00,GIRARDOT,ESPERANZA NORTE,URBANA,26,FEMENINO,SECUNDARIA
2019-07-02 08:00:00,GIRARDOT,ESPERANZA NORTE,URBANA,66,FEMENINO,
2019-07-02 08:00:00,GIRARDOT,ESPERANZA NORTE,URBANA,76,MASCULINO,
2019-07-02 10:00:00,MOSQUERA,EL PORTAL DEL CERRITO,URBANA,18,FEMENINO,
2019-07-02 10:00:00,MOSQUERA,EL PORTAL DEL CERRITO,URBANA,38,FEMENINO,
2019-07-02 00:00:00,SOACHA,JUAN PABLO I,URBANA,17,FEMENINO,SECUNDARIA
2019-07-02 00:00:00,SOACHA,JUAN PABLO I,URBANA,18,FEMENINO,SECUNDARIA
2019-07-02 10:00:00,SOACHA,JUAN PABLO I,URBANA,8,MASCULINO,
2019-07-02 10:00:00,SOACHA,JUAN PABLO I,URBANA,8,MASCULINO,
2019-07-02 10:00:00,SOACHA,JUAN PABLO I,URBANA,37,FEMENINO,
2019-07-02 19:00:00,SOACHA,JUAN PABLO I,URBANA,18,MASCULINO,
2019-07-02 19:00:00,SOACHA,JUAN PABLO I,URBANA,30,FEMENINO,TECNICO
2019-07-02 01:00:00,SOACHA,JUAN PABLO I,URBANA,44,FEMENINO,
2019-07-02 01:00:00,SOACHA,JUAN PABLO I,URBANA,44,MASCULINO,TECNICO
2019-07-02 10:30:00,SOACHA,JUAN PABLO I,URBANA,18,MASCULINO,
2019-07-02 09:00:00,TOCANCIPÁ,VER.ÑA ESMERALDA,URBANA,41,FEMENINO,SECUNDARIA
2019-07-02 22:30:00,VILLA DE SAN DIEGO DE UBATE,SAN FRANCISCO,URBANA,30,MASCULINO,
2019-07-02 16:30:00,YACOPÍ,LOMA LINDA,URBANA,12,MASCULINO,SECUNDARIA
2019-07-02 16:30:00,YACOPÍ,LOMA LINDA,URBANA,49,FEMENINO,PRIMARIA
2019-07-02 18:00:00,ZIPAQUIRÁ,BOLIVAR 83,URBANA,35,FEMENINO,SUPERIOR
2019-07-03 00:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,15,FEMENINO,SECUNDARIA
2019-07-03 00:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,18,FEMENINO,
2019-07-03 00:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,18,FEMENINO,
2019-07-03 00:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,18,FEMENINO,
2019-07-03 00:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,18,FEMENINO,
2019-07-03 00:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,18,MASCULINO,
2019-07-03 00:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,25,MASCULINO,SECUNDARIA
2019-07-03 00:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,26,FEMENINO,TECNICO
2019-07-03 00:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,29,FEMENINO,SECUNDARIA
